SMILES,CAS,logP
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP([H])(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(O[H])=NC2=O)C([H])([H])[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
[H]OP([H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H],SRC007-81-8,0.9
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H],SRC007-81-8,0.9
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)OC1=CC=C(C=C1)C(O)=C,SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(=O)(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N([H])C2=O)C([H])([H])[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=C(C=C1)C(O)=C,SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP([H])(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N([H])C2=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(=O)(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N=C2O[H])C([H])([H])[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C([O])=NC1=O)OC1=CC=C(C=C1)C(O)=C,SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(=O)(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(O[H])=NC2=O)C([H])([H])[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=C(C=C1)C(O)=C,SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)Oc1ccc(cc1)C(=O)C,SRC007-81-8,0.9
[H]N(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])P(=O)(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H],SRC007-81-8,0.9
CC(NP(=O)(Oc1ccc(cc1)C(C)=O)OCC1C=CC(O1)N1C=C(C)C(=O)NC1=O)C(=O)OC,SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP([H])(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N=C2O[H])C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP([H])(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(O[H])=NC2=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
[H]OP([H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1[O])OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(=O)(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(=O)(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N([H])C2=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=C(C=C1)C(O)=C,SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(O[H])=NC2=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
[H]OC(=C([H])[H])C1=C([H])C([H])=C(OP(O[H])(OC([H])([H])C2([H])OC([H])(C([H])=C2[H])N2C([H])=C(C(=O)N=C2O[H])C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OP(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1[O])OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C([O])=NC1=O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(O[H])(OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],SRC007-81-8,0.9
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=C(C=C1)C(C)=O,SRC007-81-8,0.9
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C([O])=NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OP([H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H],NOCAS_875236,1.78
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H],NOCAS_875236,1.78
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])N([H])C(=C([H])[H])C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)Oc1cccc(I)c1,NOCAS_875236,1.78
[H]N(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])P(=O)(OC1=C([H])C(I)=C([H])C([H])=C1[H])OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H],NOCAS_875236,1.78
CC1=CN(C2C=CC(COP(=O)(NC(C)C(=O)OC)Oc3cccc(I)c3)O2)C(=O)NC1=O,NOCAS_875236,1.78
COC(=O)C(C)=NP(O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C(C)=NP(O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OP([H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1[O])OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(=O)(OC1=C([H])C(I)=C([H])C([H])=C1[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(=O)(OC1=C([H])C(I)=C([H])C([H])=C1[H])N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C(C)=NP(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1[O])OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C(C)=NP(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)=NP(O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP([H])(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])N=C(C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)[N]C1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OP(OC1=C([H])C(I)=C([H])C([H])=C1[H])(OC([H])([H])C1([H])OC([H])(C([H])=C1[H])N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C([O])=NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)N(C([H])=C1C([H])([H])[H])C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(O)=NC1=O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1[O])OC1=CC=CC(I)=C1,NOCAS_875236,1.78
[H]OC1=NC(=O)C(=C([H])N1C1([H])OC([H])(C([H])=C1[H])C([H])([H])OP(O[H])(OC1=C([H])C(I)=C([H])C([H])=C1[H])=NC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875236,1.78
COC(=O)C(C)N=P(O)(OCC1OC(C=C1)N1C=C(C)C(=O)N=C1O)OC1=CC=CC(I)=C1,NOCAS_875236,1.78
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=C1OCO2)C(=O)OC(C)C,NOCAS_875244,4.15
[H]N1C(=C(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
CC(C)OC(=O)C1C(c2cccc3OCOc23)C(C(=O)OC)=C(C)NC=1C,NOCAS_875244,4.15
COC(=O)C1=C(C)NC(=C(C1c1cccc2OCOc12)C(=O)OC(C)C)C,NOCAS_875244,4.15
COC(=O)C1=C(C)NC(=C(C1c2cccc3OCOc23)C(=O)OC(C)C)C,NOCAS_875244,4.15
[H]C([H])=C1N([H])C(=C(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1C(C2=CC=CC3=C2OCO3)C(C(=O)OC(C)C)=C(C)NC1=C,NOCAS_875244,4.15
[H]C([H])=C1N([H])C(=C(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1=C(C)NC(=C)C(C1C1=CC=CC2=C1OCO2)C(=O)OC(C)C,NOCAS_875244,4.15
[H]C([H])=C1N([H])C(=C([H])[H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1C(C(C(=O)OC(C)C)C(=C)NC1=C)C1=CC=CC2=C1OCO2,NOCAS_875244,4.15
[H]C1=C([H])C(=C2OC([H])([H])OC2=C1[H])C1([H])C(C(=O)OC([H])([H])[H])=C(N=C(C([H])([H])[H])C1([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC2=C1OCO2)C(=O)OC(C)C,NOCAS_875244,4.15
[H]C1=C([H])C(=C2OC([H])([H])OC2=C1[H])C1([H])C(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])=C(N=C(C([H])([H])[H])C1([H])C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1C(C2=CC=CC3=C2OCO3)C(C(=O)OC(C)C)=C(C)N=C1C,NOCAS_875244,4.15
[H]C([H])=C1N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],NOCAS_875244,4.15
[H]C([H])=C1N=C(C([H])([H])[H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H],NOCAS_875244,4.15
COC(=O)C1C(C(C(=O)OC(C)C)C(=C)N=C1C)C1=CC=CC2=C1OCO2,NOCAS_875244,4.15
COC(=O)C1C(C(C(=O)OC(C)C)C(C)=NC1=C)C1=CC=CC2=C1OCO2,NOCAS_875244,4.15
COC(=O)C1=C(C)NC(=C(C1c1cccc2OCOc12)C(=O)OCc1cccnc1)C,NOCAS_875427,3.61
[H]N1C(=C(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C(C(=O)OC([H])([H])C2=C([H])N=C([H])C([H])=C2[H])=C1C([H])([H])[H])C([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1=C(C)NC(=C(C1c2cccc3OCOc23)C(=O)OCc4cccnc4)C,NOCAS_875427,3.61
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=C1OCO2)C(=O)OCC1=CC=CN=C1,NOCAS_875427,3.61
COC(=O)C1C(C(C(=O)OCc2ccc[n]c2)=C(C)NC=1C)c1cccc2OCOc21,NOCAS_875427,3.61
[H]C([H])=C1N([H])C(=C(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])C1=C([H])N=C([H])C([H])=C1[H])C([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1=C(C)NC(=C)C(C1C1=CC=CC2=C1OCO2)C(=O)OCC1=CC=CN=C1,NOCAS_875427,3.61
[H]C([H])=C1N([H])C(=C(C(=O)OC([H])([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H])C([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1C(C2=CC=CC3=C2OCO3)C(C(=O)OCC2=CC=CN=C2)=C(C)NC1=C,NOCAS_875427,3.61
[H]C([H])=C1N([H])C(=C([H])[H])C([H])(C(=O)OC([H])([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1C(C(C(=O)OCC2=CC=CN=C2)C(=C)NC1=C)C1=CC=CC2=C1OCO2,NOCAS_875427,3.61
[H]C1=NC([H])=C(C([H])=C1[H])C([H])([H])OC(=O)C1([H])C(=NC(=C(C(=O)OC([H])([H])[H])C1([H])C1=C2OC([H])([H])OC2=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC2=C1OCO2)C(=O)OCC1=CC=CN=C1,NOCAS_875427,3.61
[H]C1=NC([H])=C(C([H])=C1[H])C([H])([H])OC(=O)C1=C(N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C1([H])C1=C2OC([H])([H])OC2=C([H])C([H])=C1[H])C([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1C(C2=CC=CC3=C2OCO3)C(C(=O)OCC2=CC=CN=C2)=C(C)N=C1C,NOCAS_875427,3.61
[H]C([H])=C1N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])C1=C([H])N=C([H])C([H])=C1[H],NOCAS_875427,3.61
COC(=O)C1C(C(C(=O)OCC2=CC=CN=C2)C(=C)N=C1C)C1=CC=CC2=C1OCO2,NOCAS_875427,3.61
[H]C([H])=C1N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])(C2=C3OC([H])([H])OC3=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])[H],NOCAS_875427,3.61
COC(=O)C1C(C(C(=O)OCC2=CC=CN=C2)C(C)=NC1=C)C1=CC=CC2=C1OCO2,NOCAS_875427,3.61
COC(=O)C1=C(OC2=NC(OC)=CC(OC)=N2)C=CC=C1C(=C)NOCC=C,NOCAS_878408,3.13
CC(=NOCC=C)c1cccc(Oc2[n]c(cc([n]2)OC)OC)c1C(=O)OC,NOCAS_878408,3.13
COC(=O)C1=C(OC2=NC(OC)=CC(OC)=N2)C=CC=C1C(C)=NOCC=C,NOCAS_878408,3.13
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(=NOCC=C)C,NOCAS_878408,3.13
COC(=O)c2c(Oc1nc(OC)cc(OC)n1)cccc2C(C)=NOCC=C,NOCAS_878408,3.13
[H]C([H])=C([H])C([H])([H])O\\N=C(\\C1=C(C(=O)OC([H])([H])[H])C(OC2=NC(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=N2)=C([H])C([H])=C1[H])C([H])([H])[H],NOCAS_878408,3.13
COCC1=C(N=C([N]1)c1ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)cc1)C,SRC007-88-7,2.8
[H]OC([H])(C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C1=NC(=C(N1[H])C([H])([H])[H])C([H])([H])OC([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],SRC007-88-7,2.8
COCC1=C(C)NC(=N1)C1=CC=C(OCC(O)CNCCC2=CC(OC)=C(OC)C=C2)C=C1,SRC007-88-7,2.8
COCC1=C(C)N=C([N]1)c1ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)cc1,SRC007-88-7,2.8
COCC1=C(C)N=C([N]1)C1=CC=C(OCC(O)CNCCC2=CC=C(OC)C(OC)=C2)C=C1,SRC007-88-7,2.8
[H]OC([H])(C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C1=NC(=C(N1[H])C([H])([H])OC([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],SRC007-88-7,2.8
Cc1[n]c([nH]c1COC)-c1ccc(cc1)OCC(O)CNCCc1cc(OC)c(cc1)OC,SRC007-88-7,2.8
COCC1=C(C)N=C(N1)C1=CC=C(OCC(O)CNCCC2=CC(OC)=C(OC)C=C2)C=C1,SRC007-88-7,2.8
COc1cc(OC)c(Cl)cc1N,97-50-7,1.45
[H]N([H])C1=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C(Cl)=C1[H],97-50-7,1.45
COC1=CC(OC)=C(Cl)C=C1N,97-50-7,1.45
COc1ccc(O)c(c1)C1=NC(C)(CS1)C(O)=O,NOCAS_874291,1.8
[H]OC(=O)C1(N=C(SC1([H])[H])C1=C(O[H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],NOCAS_874291,1.8
CC1(CSC(=N1)c1cc(ccc1O)OC)C(O)=O,NOCAS_874291,1.8
COC1=CC=C(O)C(=C1)C1=NC(C)(CS1)C(O)=O,NOCAS_874291,1.8
COc1ccc(O)c(c1)C1=NC(C)(CS1)C(=O)O,NOCAS_874291,1.8
COc1ccc(O)c(c1)C2=NC(C)(CS2)C(O)=O,NOCAS_874291,1.8
COC1=CC=C(C=C1)C(O)=NN=CC1=C(CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(O)=NN=CC1=C(O)C(C)=CC=C1CO,NOCAS_878171,3.34
Cc1ccc(CO)c(C=NNC(=O)c2ccc(cc2)OC)c1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(=O)NN=CC1=C(CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(=O)NN=CC1=C(O)C(C)=CC=C1CO,NOCAS_878171,3.34
COc1ccc(cc1)C(=O)NN=Cc1c(CO)ccc(C)c1O,NOCAS_878171,3.34
COc1ccc(cc1)C(=O)NN=Cc2c(CO)ccc(C)c2O,NOCAS_878171,3.34
[H]OC1=C(\\C([H])=N\\N([H])C(=O)C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C(=C([H])C([H])=C1C([H])([H])[H])C([H])([H])O[H],NOCAS_878171,3.34
COC1=CC=C(C=C1)C(=O)N=NCC1=C(CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(=O)N=NCC1=C(O)C(C)=CC=C1CO,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(O)NN=C=C1C(=CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(O)=NNC=C1C(=CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(O)N=NC=C1C(=CO)C=CC(C)=C1O,NOCAS_878171,3.34
COC1=CC=C(C=C1)C(=O)NNC=C1C(O)=C(C)C=CC1=CO,NOCAS_878171,3.34
COc1ccc(cc1)C1Cc2c(ccc(Br)c2OC)N(CCN(C)C)C(=O)C1OC(=O)C,NOCAS_875497,4.4
